title,funders
Security controls in an integrated Biobank to protect privacy in data sharing: rationale and study design.,"Japan Agency for Medical Research and Development| Ministry of Education, Culture, Sports, Science, and Technology"
State-level cancer quality assessment and research: building and sustaining the data infrastructure.,NCI NIH HHS| NCI NIH HHS
OpenSlice: Quantitative data sharing from HyperPeaks to global ion chromatograms (GICs).,National Institute of Standards and Technology
Visual Mementos: Reflecting Memories with Personal Data,Natural Sciences and Engineering Research Council of Canada| SurfNet| AITF| Smart Technologies
Relationship between osteonecrosis and antiphospholipid antibodies in patients with systemic lupus erythematosus: a systematic review protocol.,Natural Science Foundation of Fujian Province
Prepublication data sharing.,NHGRI NIH HHS| NHGRI NIH HHS| Biotechnology and Biological Sciences Research Council| NHGRI NIH HHS| NHGRI NIH HHS| NHGRI NIH HHS| NHGRI NIH HHS| NHGRI NIH HHS| NHGRI NIH HHS| Wellcome Trust| NHGRI NIH HHS| NHGRI NIH HHS| NHGRI NIH HHS| Wellcome Trust| Wellcome Trust
"Grape-RNA: A Database for the Collection, Evaluation, Treatment, and Data Sharing of Grape RNA-Seq Datasets.",National Key Research and Development Program of China| National Key Research and Development Program of China| National Science Foundation of China
Survey on the importance of using personal data for learning analytics and of data privacy,Bulgarian National Science Fund
Big data from small data: data-sharing in the 'long tail' of neuroscience,NINDS NIH HHS| NINDS NIH HHS| NINDS NIH HHS| NINDS NIH HHS| NINDS NIH HHS| NIDA NIH HHS
Enabling public data sharing: encouraging scientific discovery and education.,NCRR NIH HHS| NCRR NIH HHS| NCRR NIH HHS| NCRR NIH HHS| NCRR NIH HHS
Examining Compliance with Personal Data Protection Regulations in Interorganizational Data Analysis,"Ministry of Science and Technology, Taiwan"
A system to build distributed multivariate models and manage disparate data sharing policies: implementation in the scalable national network for effectiveness research,NLM NIH HHS| AHRQ HHS| NHLBI NIH HHS| AHRQ HHS| NLM NIH HHS| NCATS NIH HHS
Opening Opportunities With Open Data.,NHLBI NIH HHS
Qualitative Data Sharing: Data Repositories and Academic Libraries as Key Partners in Addressing Challenges:,NIDA NIH HHS| NHGRI NIH HHS
Association between child maltreatment and central sensitivity syndromes: a systematic review protocol,"Sandwell and West Birmingham, “Sandwell Medication Education Centre Trustee” grant for junior doctors| University of Birmingham"
K-CAP - Blockchain for Trustworthy Publication and Integration of Linked Open Data,Federal Ministry of Education andResearch of Germany (BMBF)
Making big data open: Data sharing in neuroimaging,NIDA NIH HHS
Pitching trade against privacy: reconciling EU governance of personal data flows with external trade,Netherlands Code of Conduct for Research Integrity
DG.O - SecureGov: secure data sharing for government services,Division of Undergraduate Education
Hidden Policy Attribute-Based Data Sharing with Direct Revocation and Keyword Search in Cloud Computing.,National Natural Science Foundation of China
MobiSys - Demo: open data kit 2.0 tool suite,Division of Information and Intelligent Systems| Division of Graduate Education
"Determining the level of data sharing, and number of publications, from research databases that have been given a favourable opinion by UK research ethics committees.",Health Research Authority
Privacy-Preserved Data Sharing Towards Multiple Parties in Industrial IoTs,National Science Foundation| National Science Foundation| National Science Foundation| National Science Foundation| Young Scientists Fund of the National Natural Science Foundation of China
Integration of Linked Open Data in Collaborative Group Recommender Systems,Ministry of Higher Education
Historical Spatial-Data Infrastructures for Archaeology: Towards a Spatiotemporal Big-Data Approach to Studying the Postindustrial City,National Endowment for the Humanities| Social Sciences and Humanities Research Council of Canada| Michigan Technological University
QuantCloud: Big Data Infrastructure for Quantitative Finance on the Cloud,National Science Foundation
Design and Implementation of Data Sharing Traceability System Based on Blockchain Smart Contract,Innovation and Entrepreneurship Demonstration Team of Yingcai Program of Chongqing| Innovation and Entrepreneurship Demonstration Team of Yingcai Program of Chongqing| Innovation and Entrepreneurship Demonstration Team of Yingcai Program of Chongqing| Innovation and Entrepreneurship Demonstration Team of Yingcai Program of Chongqing| Innovation and Entrepreneurship Demonstration Team of Yingcai Program of Chongqing| Innovation and Entrepreneurship Demonstration Team of Yingcai Program of Chongqing
Methodology for Estimating the Spatial and Temporal Power Demand of Private Electric Vehicles for an Entire Urban Region Using Open Data,Deutsche Forschungsgemeinschaft
Research Participant Views regarding Qualitative Data Sharing,NHGRI NIH HHS| NCATS NIH HHS| NIH HHS| NIH HHS
No more business as usual: Agile and effective responses to emerging pathogen threats require open data and open analytics.,NIAID NIH HHS| NIGMS NIH HHS| NHGRI NIH HHS| NHGRI NIH HHS
Further delineation of a rare recessive encephalomyopathy linked to mutations in GFER thanks to data sharing of whole exome sequencing data.,Regional Council of Burgundy and Dijon University Hospital| AOI
Fostering global data sharing: highlighting the recommendations of the Research Data Alliance COVID-19 working group.,Fundação de Amparo à Pesquisa do Estado de São Paulo| European Commission| Horizon 2020| Horizon 2020| University of Michigan| National Institute on Drug Abuse| Agence Universitaire de la Francophonie| National Science Foundation| Université de Bordeaux| Wellcome Trust| Canadian Cancer Genome Collaboratory| Inter-university Consortium for Political and Social Research
IIoT Data Sharing Based on Blockchain: A Multi-Leader Multi-Follower Stackelberg Game Approach,National Natural Science Foundation of China
Data Standards for Omics Data: The Basis of Data Sharing and Reuse,Biotechnology and Biological Sciences Research Council| Biotechnology and Biological Sciences Research Council| NLM NIH HHS
ElVisML: an open data format for the exchange and storage of electrophysiological data in ophthalmology,Tistou and Charlotte Kerstan Foundation
SMC: A Practical Schema for Privacy-Preserved Data Sharing over Distributed Data Streams,National Natural Science Foundation of China| Basic Research Program of Shenzhen| Russian Science Foundation| Hong Kong RGC Project| National Grand Fundamental Research 973 Program of China| NSFC Guang Dong| University of Macau| National Basic Research Program of China
Innovative Technological Approach to Ebola Virus Disease Outbreak Response in Nigeria Using the Open Data Kit and Form Hub Technology.,World Health Organization
"Data Infrastructure Elements in Support of Accelerated Materials Innovation: ELA, PyMKS, and MATIN",National Institute of Standards and Technology
Open data base analysis of scaling and spatio-temporal properties of power grid frequencies,EC | EU Framework Programme for Research and Innovation H2020 | H2020 Priority Excellent Science | H2020 Marie Skłodowska-Curie Actions (H2020 Excellent Science - Marie Skłodowska-Curie Actions)
Achieving Privacy-Preserving and Verifiable Data Sharing in Vehicular Fog With Blockchain,Grant| Grant| Grant| Grant| Grant
PSB - Implementing a Cloud Based Method for Protected Clinical Trial Data Sharing.,NHGRI NIH HHS
Open Data Revolution in Clinical Research: Opportunities and Challenges.,FDA HHS| ODCDC CDC HHS
Blockchain and Federated Learning for Privacy-Preserved Data Sharing in Industrial IoT,National Natural Science Foundation of China| Xinjiang| National Natural Science Foundation of China
Funders' data-sharing policies in therapeutic research: A survey of commercial and non-commercial funders.,Agence Nationale de la Recherche
