title,year published,funders
"""Closing the Loop"" Developing State-Level Data Sharing Interventions to Promote Optimum Outcomes Along the HIV Continuum of Care.",2019,Health Research Services Administration
A Secured Proxy-Based Data Sharing Module in IoT Environments Using Blockchain,2019,Programs of International Science and Technology Cooperation and Exchange of Sichuan Province
Threshold Multi-keyword Search for Cloud-Based Group Data Sharing,2020,National Natural Science Foundation of China| Hong Kong Scholar Program| the National Natural Science Foundation of Shaanxi Province| Key Research and Development Program of Jiangxi Province| the Fundamental Research Funds for the Central Universities| the Singapore National Research Foundation under the NCR Award| the AXA Research Fund| the China Postdoctoral Science Foundation Funded Project
WISCS@CCS - Privacy Risk in Cybersecurity Data Sharing,2016,National Security Agency| Office of Naval Research Global
Scientific and technical data sharing: a trading perspective,2014,Biotechnology and Biological Sciences Research Council
A CIO-centric local government data-sharing leadership ecosystem in China:,2021,"the Fundamental Research Funds for the Central Universities, HUST| the National Social Science Fund of China| the Graduates' Inovation Found, Huazhong University of Science and Technology"
Modeling Ethics: Approaches to Data Creep in Higher Education.,2021,Purdue Research Foundation
Pricing Personal Data Based on Data Provenance,2019,The State Key Program of National Natural Science Foundation of China| The National Natural Science Foundation of China
The Managerial Dimension of Open Data Success: Focusing on the Open Data Initiatives in Korean Local Governments,2019,Seoul National University
What Are Links in Linked Open Data? A Characterization and Evaluation of Links between Knowledge Graphs on the Web,2020,Österreichische Forschungsförderungsgesellschaft| European Union
PubChem BioAssay: A Decade's Development toward Open High-Throughput Screening Data Sharing.,2017,"National Library of Medicine, National Institutes of Health"
Challenges arising when seeking broad consent for health research data sharing: a qualitative study of perspectives in Thailand,2018,Wellcome Trust
Hybrid Data-Sharing and Compression Strategy for Downlink Cloud Radio Access Network,2018,Natural Sciences and Engineering Research Council of Canada| Huawei Technologies
Collaborative data sharing via update exchange and provenance,2013,Division of Information and Intelligent Systems| Defense Advanced Research Projects Agency
FAIR data sharing: The roles of common data elements and harmonization.,2020,FDA HHS
What does it mean to embed ethics in data science? An integrative approach based on microethics and virtues,2020,Johannes Kepler University Linz
DG.O - Laying the foundations for benchmarking open data automatically: a method for surveying data portals from the whole web,2019,Fundação de Amparo à Pesquisa do Estado de São Paulo| Coordenação de Aperfeiçoamento de Pessoal de Nível Superior| Conselho Nacional de Desenvolvimento Científico e Tecnológico
A Compact Hybrid Evolutionary Algorithm for Large Scale Instance Matching in Linked Open Data Cloud,2017,National Natural Science Foundation of China| Fujian Province Outstanding Young Scientific Researcher Training Project| Natural Science Foundation of Fujian Province| China Scholarship Council| Scientific Research Startup Foundation of Fujian University of Technology
Privacy-Preserving Multi-Authority Attribute-Based Data Sharing Framework for Smart Grid,2020,National Natural Science Foundation of China| International S&T Cooperation Program of Shaanxi Province| Plan For Scientific Innovation Talent of Henan Province| Program for Science and Technology Innovation Talents in the Universities of Henan Province| Key Research Project of Shaanxi Province| National Cryptography Development Fund
Characterizing Disinformation Risk to Open Data in the Post-Truth Era,2020,MEOPAR NCE
Attribute-based Private Data Sharing with Script-driven Programmable Ciphertext and Decentralized Key Management in Blockchain Internet of Things,2021,National Key Technologies R and D Programs of China| National Natural Science Foundation of China
Data Sharing in Psychology: A Survey on Barriers and Preconditions,2018,FP7 Ideas: European Research Council
Attribute-Based Data Sharing Scheme Revisited in Cloud Computing,2016,Science and Technology Projects of Shenzhen| National Natural Science Foundation of China| Academy of Finland| National High-Technology Research and Development Program (“863” Program) of China
Towards a data sharing Code of Conduct for international genomic research.,2011,Wellcome Trust
Energy Efficiency Maximization for Downlink Cloud Radio Access Networks With Data Sharing and Data Compression,2018,National Foundation for Science and Technology Development of Vietnam| Australian Research Council| University of San Diego| Newcastle University
Enabling Efficient Data Sharing With Auditable User Revocation for IoV Systems,2021,National Natural Science Foundation of China| Fundamental Research Funds for the Central Universities| China Postdoctoral Science Foundation| Peoples Republic of China Ministry of Education Distinguished Possessor| National Natural Science Foundation of Shaanxi Province
ICEGOV - Building an open data ecosystem: an Irish experience,2014,Science Foundation Ireland (SFI)
Trust  Respect  and Reciprocity Informing Culturally Appropriate Data-Sharing Practice in Vietnam,2015,Wellcome Trust
CATS: Cooperative Allocation of Tasks and Scheduling of Sampling Intervals for Maximizing Data Sharing in WSNs,2016,National Natural Science Foundation of China| National Key Research and Development Program of China| Hunan Provincial Natural Science Fund for Distinguished Young Scholars| Preliminary Research Funding of NUDT| Program for New Century Excellent Talents in University
KMLOD: linked open data service for Korean medical database,2017,Ministry of Science ICT and Future Planning| Ministry of Health and Welfare
Secure and Efficient Data Sharing Among Vehicles Based on Consortium Blockchain,2021,Special Fund for Key Program of Science and Technology of Anhui Province China| National Natural Science Foundation of China| Open Fund of Key Laboratory of Embedded System and Service Computing Tongji University Ministry of Education
Transmitter-Selection Aided Adaptive Consensus-Based Data Sharing for UAV Swarms,2019,State Key Laboratory of High Performance Computing Project Fund| National Natural Science Foundation of China| National University of Defense Technology
Efficient Data Sharing With Privacy Preservation Over Lattices for Secure Cloud Storage,2021,National Natural Science Foundation of China| Shandong Province Higher Education Science and Technology Program
Data sharing and dual-use issues.,2011,Wellcome Trust
SAC - Analysis of architectural variants for auditable blockchain-based private data sharing,2019,imec-ICON BoSS project| Research Fund KU Leuven
Reciprocity and transparency: Normative principles of data sharing,2014,People Programme
EU general data protection regulation : changes and implications for personal data collecting companies,2018,Tauno Tönning Foundation| Finnish Foundation for Technology Promotion
Identifying and bridging the knowledge-to-practice gaps in rehabilitation professionals working with at-risk infants in the public health sector of South Africa: a multimethod study protocol.,2021,National Research Foundation (NRF) South Africa
MeDShare: Trust-Less Medical Data Sharing Among Cloud Service Providers via Blockchain,2017,Fundamental Research Funds for the Central Universities| National Key Project in Cyber Security| Key Research and Development Projects of High and New Technology Development and Industrialization of Sichuan Province| International Science and Technology Cooperation and Exchange of Sichuan Province| Sichuan Province| National Key Research and Development Program of China
