title,year published,funders
QuantCloud: Big Data Infrastructure for Quantitative Finance on the Cloud,2018,National Science Foundation
Design and Implementation of Data Sharing Traceability System Based on Blockchain Smart Contract,2021,Innovation and Entrepreneurship Demonstration Team of Yingcai Program of Chongqing
Methodology for Estimating the Spatial and Temporal Power Demand of Private Electric Vehicles for an Entire Urban Region Using Open Data,2021,Deutsche Forschungsgemeinschaft
Research Participant Views regarding Qualitative Data Sharing,2020,NHGRI NIH HHS| NCATS NIH HHS| NIH HHS
No more business as usual: Agile and effective responses to emerging pathogen threats require open data and open analytics.,2020,NIAID NIH HHS| NHGRI NIH HHS| NIGMS NIH HHS
Further delineation of a rare recessive encephalomyopathy linked to mutations in GFER thanks to data sharing of whole exome sequencing data.,2017,Regional Council of Burgundy and Dijon University Hospital| AOI
Fostering global data sharing: highlighting the recommendations of the Research Data Alliance COVID-19 working group.,2021,National Science Foundation| Horizon 2020| Inter-university Consortium for Political and Social Research| Fundação de Amparo à Pesquisa do Estado de São Paulo| National Institute on Drug Abuse| Agence Universitaire de la Francophonie| European Commission| University of Michigan| Université de Bordeaux| Canadian Cancer Genome Collaboratory| Wellcome Trust
IIoT Data Sharing Based on Blockchain: A Multi-Leader Multi-Follower Stackelberg Game Approach,2021,National Natural Science Foundation of China
Data Standards for Omics Data: The Basis of Data Sharing and Reuse,2011,NLM NIH HHS| Biotechnology and Biological Sciences Research Council
ElVisML: an open data format for the exchange and storage of electrophysiological data in ophthalmology,2017,Tistou and Charlotte Kerstan Foundation
SMC: A Practical Schema for Privacy-Preserved Data Sharing over Distributed Data Streams,2015,National Basic Research Program of China| National Natural Science Foundation of China| Basic Research Program of Shenzhen| Russian Science Foundation| Hong Kong RGC Project| NSFC Guang Dong| University of Macau| National Grand Fundamental Research 973 Program of China
Innovative Technological Approach to Ebola Virus Disease Outbreak Response in Nigeria Using the Open Data Kit and Form Hub Technology.,2015,World Health Organization
Data Infrastructure Elements in Support of Accelerated Materials Innovation: ELA  PyMKS  and MATIN,2019,National Institute of Standards and Technology
Open data base analysis of scaling and spatio-temporal properties of power grid frequencies,2020,EC | EU Framework Programme for Research and Innovation H2020 | H2020 Priority Excellent Science | H2020 Marie Skłodowska-Curie Actions (H2020 Excellent Science - Marie Skłodowska-Curie Actions)
Effects of local handwashing agents on microbial contamination of hands in the rural settings of northwest Ethiopia: protocol for a two-arm  clustered-randomised controlled trial.,2021,FIC NIH HHS
Achieving Privacy-Preserving and Verifiable Data Sharing in Vehicular Fog With Blockchain,2021,Grant
PSB - Implementing a Cloud Based Method for Protected Clinical Trial Data Sharing.,2019,NHGRI NIH HHS
Open Data Revolution in Clinical Research: Opportunities and Challenges.,2020,FDA HHS| ODCDC CDC HHS
Blockchain and Federated Learning for Privacy-Preserved Data Sharing in Industrial IoT,2020,National Natural Science Foundation of China| Xinjiang
Funders' data-sharing policies in therapeutic research: A survey of commercial and non-commercial funders.,2020,Agence Nationale de la Recherche
Comparison of consumers' views on electronic data sharing for healthcare and research.,2015,NHLBI NIH HHS| AHRQ HHS
Making Open Data Work for Civic Advocacy,2018,Engineering and Physical Sciences Research Council
Data-Sharing Method for Multi-Smart Devices at Close Range,2015,Ministry of Education
A Systematic Literature Review of Ethical Challenges Related to Medical and Public Health Data Sharing in China.,2021,Beijing Philosophy and Social Science Foundation
Extending the Minimum Information About BIobank Data Sharing Terminology to Describe Samples  Sample Donors  and Events.,2020,Medical Research Council
Governance interactions of spatial data infrastructures: an agent-based modelling approach,2021,Dutch Research Council
Personal Data and Power Asymmetries in U.S. Collegiate Sports Teams,2020,National Science Foundation
Clinical research data sharing: what an open science world means for researchers involved in evidence synthesis.,2016,NCATS NIH HHS
The normative framework of the protection of personal data in the field of (bio)medicine,2012,"Ministry of Education, Science and Technological Development of the Republic of Serbia"
Enhancing discovery in spatial data infrastructures using a search engine,2018,"Spatiotemporal Thinking, Computing, and Applications Center (STC)| U.S. National Science Foundation Industry-University Cooperative Research Centers Program (IUCRC)| Harvard University| Harvard’s Institute for Quantitative Social Science| U.S. National Endowment for the Humanities, Digital Humanities Implementation"
VCIP - Video Anomaly Detection Using Open Data Filter and Domain Adaptation,2020,National Natural Science Foundation of China| Youth Innovation Promotion Association
R2LD: Schema-based Graph Mapping of relational databases to Linked Open Data for multimedia resources data,2019,Wonkwang University
Development of a MyData Platform Based on the Personal Health Record Data Sharing System in Korea,2021,the Ministry of Science and ICT
Who Killed Albert Einstein? From Open Data to Murder Mystery Games,2019,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior| Science Without Borders program
Factors that influence data sharing through data sharing platforms : a qualitative study on the views and experiences of cohort holders and platform developers,2021,Horizon 2020 Framework Programme
A Scenario-Based Methodology for Analyzing the Ethical  Legal  and Social Issues in Genomic Data Sharing:,2020,Australian Research Council
Data Sharing and Embedded Research,2017,NIMH NIH HHS| NCCIH NIH HHS| NIAMS NIH HHS| NIDDK NIH HHS| NIAID NIH HHS| NIA NIH HHS| NCI NIH HHS| NINDS NIH HHS
Share and protect our health data: an evidence based approach to rare disease patients’ perspectives on data sharing and data protection - quantitative survey and recommendations,2019,Wellcome Trust
Anonymous and Efficient Certificateless Multirecipient Signcryption Scheme for Ecological Data Sharing,2020,Natural Science Function of Qinghai Province
European Journal of Pharmaceutical Sciences - Model-based clinical dose optimization for phenobarbital in neonates: An illustration of the importance of data sharing and external validation.,2017,Netherlands Organisation for Health Research and Development| General University Hospital
What drives and inhibits researchers to share and use open research data? A systematic literature review to analyze factors influencing open research data adoption.,2020,"Ministry of Science and Technology, Taiwan| Ministry of Education"
SACMAT - Preventing Information Inference in Access Control,2015,European Defense Agency| Eurocontrol| ITEA2| Seventh Framework Programme| COMMIT
Synthetic Models of Distribution Networks Based on Open Data and Georeferenced Information,2019,Horizon 2020 Framework Programme
Democratizing health system data to impact social and environmental health contexts: a novel collaborative community data-sharing model.,2020,NHLBI NIH HHS| NCATS NIH HHS
Pilot study protocol to inform a future longitudinal study of ageing using linked administrative data: Healthy AGeing in Scotland (HAGIS).,2018,NIA NIH HHS| Chief Scientist Office
Cpds: Enabling Compressed and Private Data Sharing for Industrial Internet of Things Over Blockchain,2021,China Postdoctoral Science Foundation| Fundamental Research Funds for the Central Universities| National Natural Science Foundation of China| Hong Kong GRF
The Tension Between Data Sharing and the Protection of Privacy in Genomics Research,2012,Wellcome Trust
ICN - Analyzing GDPR compliance of named data networking,2021,"Intel Labs, US NSF| EPSCoR Cooperative agreement"
Progress in promoting data sharing in public health emergencies.,2017,World Health Organization
Fair and Dynamic Data Sharing Framework in Cloud-Assisted Internet of Everything,2019,China Postdoctoral Science Foundation| National Natural Science Foundation of China| Fundamental Research Funds for the Central Universities| National Research Foundation Singapore| China Scholarship Council| Natural Science Foundation of Shaanxi Province| AXA Research Fund
